id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child,sentence_type,sentence_amount,is_fixed_term
151,35-44,Female,Turk,Rent,True,True,False,False,False,False,True,True,True,True,False,Literate without schooling,Married,Retired,2,1,0,0,91.72,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,207,True
152,45-54,Male,Turk,Houseowner,False,False,False,False,False,False,True,False,True,False,False,Middle School,Married,Employed,0,1,0,0,78.05,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
153,55-64,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,True,True,Literate without schooling,Married,Student,4,0,0,0,100.0,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
154,45-54,Female,Turk,Rent,True,False,True,True,False,False,True,True,False,True,True,Primary School,Single,Unemployed,0,1,0,0,100.0,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
155,25-34,Male,Turk,Rent,False,False,False,False,False,False,False,True,True,True,False,Middle School,Divorced,Employed,1,2,0,0,95.01,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
156,25-34,Female,Turk,Houseowner,True,True,False,False,True,False,False,True,False,True,True,Primary School,Married,Employed,1,3,0,0,99.62,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
157,35-44,Female,Turk,Rent,True,False,False,True,False,False,False,True,False,False,False,High School,Single,Retired,2,1,0,0,84.63,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
158,18-24,Male,Turk,Rent,True,False,False,False,False,False,True,True,False,True,True,High School,Single,Retired,2,1,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
159,25-34,Male,Other,Houseowner,True,False,True,True,False,False,False,True,True,False,True,Middle School,Married,Retired,1,2,0,0,97.96,"['unjust_provocation_severe', 'discretionary_mitigation']",['monstrous'],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,237,True
160,25-34,Female,Turk,Homeless,True,True,True,False,True,False,False,True,True,True,False,Middle School,Married,Employed,0,1,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['femicide'],True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,250,True
161,45-54,Male,Other,Houseowner,True,False,False,False,False,False,True,False,False,True,True,High School,Divorced,Unemployed,2,0,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
162,45-54,Male,Turk,Rent,True,True,False,False,True,False,False,True,True,True,False,Primary School,Married,Employed,1,2,0,0,98.38,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
163,45-54,Male,Other,Houseowner,True,False,False,False,True,False,False,False,True,True,False,Middle School,Single,Retired,3,1,0,0,93.95,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
164,35-44,Male,Other,Houseowner,True,False,True,False,True,False,False,False,True,True,True,Primary School,Single,Employed,1,2,0,0,100.0,['unjust_provocation_mild'],['tradition'],False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,250,True
165,25-34,Female,Turk,Rent,True,False,False,False,True,False,False,False,False,False,True,Middle School,Married,Retired,4,0,0,0,95.8,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
166,45-54,Male,Turk,Rent,False,False,False,True,False,False,False,True,False,False,False,Middle School,Married,Retired,2,0,0,0,90.52,"['unjust_provocation_mild', 'discretionary_mitigation']",['femicide'],False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,192,True
167,35-44,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,False,True,False,High School,Married,Student,1,0,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
168,35-44,Female,Turk,Rent,False,True,False,True,False,False,False,True,False,True,True,Middle School,Married,Retired,2,2,0,0,96.85,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
169,55-64,Male,Turk,Houseowner,True,False,False,False,True,True,True,True,False,True,True,Literate without schooling,Single,Student,1,0,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['child'],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Fixed Term,256,True
170,25-34,Male,Turk,Rent,False,False,True,False,False,False,False,False,True,True,False,Middle School,Single,Student,1,0,0,0,95.21,['unjust_provocation_mild'],['femicide'],False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,245,True
171,55-64,Female,Turk,Rent,False,False,False,False,False,False,False,True,False,False,False,Middle School,Single,Retired,3,1,0,0,74.01,"['unjust_provocation_mild', 'discretionary_mitigation']",['relative'],False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fixed Term,209,True
172,18-24,Female,Turk,Houseowner,True,True,False,False,False,False,False,False,True,True,True,Primary School,Single,Retired,0,3,0,0,97.88,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,224,True
173,35-44,Female,Turk,Houseowner,False,True,True,True,True,False,False,True,True,False,True,Bachelor’s Degree,Single,Employed,1,1,0,0,89.38,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
174,25-34,Female,Turk,Houseowner,False,False,True,True,False,False,False,True,True,False,True,Middle School,Married,Retired,3,1,0,0,99.62,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
175,45-54,Male,Other,Houseowner,True,False,True,True,False,True,False,True,True,True,True,Primary School,Married,Student,1,1,0,0,100.0,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
176,35-44,Male,Turk,Houseowner,False,False,True,False,True,False,False,False,False,False,True,Middle School,Single,Employed,1,0,0,0,96.44,"['mental_disorder_partially', 'unjust_provocation_mild']",['premeditated_kill'],True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,188,True
177,12-14,Female,Other,Houseowner,False,True,False,False,False,False,False,True,False,False,True,Primary School,Single,Employed,0,0,0,0,99.62,"['age_12-14', 'discretionary_mitigation']",['femicide'],False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,156,True
178,45-54,Male,Other,Houseowner,True,False,False,True,True,False,True,True,True,False,True,Primary School,Married,Retired,3,0,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['relative'],True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fixed Term,260,True
179,25-34,Male,Turk,Rent,False,False,True,False,True,False,True,True,True,True,True,Middle School,Divorced,Student,1,0,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['failed_crime'],True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fixed Term,260,True
180,35-44,Female,Turk,Houseowner,True,True,False,True,True,False,True,True,False,True,True,High School,Single,Employed,2,1,0,0,98.71,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,257,True
181,25-34,Male,Turk,Houseowner,True,True,True,True,False,False,False,True,False,True,True,Middle School,Married,Unemployed,0,1,0,0,100.0,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
182,55-64,Male,Turk,Houseowner,True,False,True,False,True,False,False,True,True,True,False,Primary School,Single,Employed,2,2,0,0,93.22,['discretionary_mitigation'],['to_cover_another_crime'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Life Imprisonment,0,False
183,35-44,Male,Other,Houseowner,True,False,False,False,False,False,False,True,False,True,False,Literate without schooling,Married,Unemployed,1,1,0,0,100.0,"['unjust_provocation_moderate', 'discretionary_mitigation']",['premeditated_kill'],False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,210,True
184,25-34,Male,Turk,Rent,True,True,False,False,False,False,False,True,False,False,True,Primary School,Single,Employed,0,2,0,0,91.66,"['unjust_provocation_mild', 'discretionary_mitigation']",['premeditated_kill'],False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,214,True
185,45-54,Female,Turk,Rent,True,False,True,True,False,False,False,True,True,False,False,Bachelor’s Degree,Single,Retired,3,1,0,0,65.13,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
186,35-44,Male,Turk,Houseowner,True,True,False,False,True,False,True,True,True,True,True,High School,Married,Retired,4,1,0,0,94.62,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,266,True
187,25-34,Male,Turk,Houseowner,False,False,False,True,True,False,False,False,True,True,True,Primary School,Single,Student,2,0,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['femicide'],True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,259,True
188,55-64,Male,Turk,Rent,True,False,True,True,False,False,False,False,True,True,True,High School,Married,Retired,5,1,0,0,83.42,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
189,25-34,Female,Turk,Rent,False,False,False,True,False,False,False,False,True,True,False,High School,Single,Retired,4,0,0,0,91.27,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Life Imprisonment,0,False
190,25-34,Male,Other,Houseowner,False,False,False,False,True,False,False,False,True,True,True,Primary School,Married,Employed,3,1,0,0,100.0,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,266,True
191,45-54,Male,Turk,Rent,False,True,False,True,False,False,False,False,False,True,True,Primary School,Single,Retired,1,1,0,0,98.71,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
192,35-44,Male,Turk,Rent,True,False,False,False,False,False,False,True,False,True,False,Primary School,Married,Unemployed,3,0,0,0,100.0,"['unjust_provocation_moderate', 'discretionary_mitigation']",['monstrous'],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,232,True
193,45-54,Male,Turk,Houseowner,True,False,True,False,True,False,True,False,True,False,True,Middle School,Single,Employed,2,0,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
194,45-54,Female,Turk,Houseowner,True,False,False,True,True,False,True,True,False,True,True,Middle School,Married,Student,3,1,0,0,97.47,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
195,25-34,Female,Turk,Houseowner,True,False,True,False,True,False,False,True,True,False,True,Middle School,Married,Student,3,1,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",['to_cover_another_crime'],True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fixed Term,261,True
196,25-34,Male,Other,Houseowner,True,False,False,False,False,False,True,True,True,True,True,Primary School,Divorced,Student,4,0,0,0,100.0,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
197,35-44,Female,Other,Rent,False,True,True,False,False,False,False,False,True,True,False,Primary School,Married,Employed,2,0,0,0,94.42,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
198,35-44,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,False,True,Primary School,Single,Unemployed,0,1,0,0,98.71,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Life Imprisonment,0,False
199,35-44,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,True,True,True,Primary School,Married,Employed,2,2,0,0,99.62,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,264,True
200,55-64,Male,Other,Rent,False,False,True,True,False,False,False,True,True,False,False,Middle School,Married,Retired,1,1,0,0,85.54,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Life Imprisonment,0,False
201,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,False,True,True,True,False,High School,Married,Retired,1,2,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
202,25-34,Male,Turk,Houseowner,False,False,True,False,False,False,False,True,False,True,False,Primary School,Married,Retired,2,1,0,0,100.0,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
203,45-54,Male,Other,Rent,True,False,False,True,False,False,True,False,False,True,True,Middle School,Single,Retired,2,1,0,0,95.83,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Life Imprisonment,0,False
204,65+,Male,Turk,Houseowner,False,True,False,True,False,False,False,False,True,True,True,Primary School,Married,Retired,3,2,0,0,89.45,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
205,65+,Male,Turk,Houseowner,True,True,False,True,False,False,True,True,False,True,True,Primary School,Married,Unemployed,3,0,0,0,95.69,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
206,25-34,Male,Other,Rent,False,False,True,False,True,False,False,True,False,True,True,Middle School,Single,Retired,2,1,0,0,100.0,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
207,15-17,Female,Other,Houseowner,True,False,False,False,False,False,False,True,True,False,True,Primary School,Single,Student,0,2,0,0,100.0,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,247,True
208,65+,Female,Turk,Rent,True,True,False,False,False,False,True,False,True,False,False,Primary School,Married,Retired,2,1,0,0,71.87,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
209,35-44,Male,Turk,Houseowner,False,False,False,False,True,True,False,False,True,True,False,Middle School,Single,Retired,0,1,0,0,91.26,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
210,35-44,Male,Turk,Rent,True,False,True,False,True,False,False,True,True,True,False,Primary School,Married,Student,3,0,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
211,45-54,Female,Turk,Houseowner,False,False,False,True,False,False,True,True,True,True,False,Primary School,Married,Employed,3,1,0,0,93.11,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
212,25-34,Female,Turk,Rent,True,False,True,False,False,False,True,True,True,True,True,Primary School,Single,Unemployed,2,1,0,0,100.0,['unjust_provocation_severe'],['blood_feud'],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fixed Term,254,True
213,35-44,Male,Other,Houseowner,True,True,False,False,True,False,False,True,False,True,False,Primary School,Divorced,Employed,2,0,0,0,100.0,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
214,35-44,Male,Other,Houseowner,True,True,True,False,False,False,False,True,False,True,True,Bachelor’s Degree,Single,Employed,4,1,0,0,88.92,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
215,25-34,Female,Turk,Houseowner,True,True,False,True,False,False,True,True,True,True,True,Middle School,Married,Student,3,1,0,0,93.63,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
216,45-54,Male,Turk,Houseowner,False,False,False,False,True,False,False,True,False,True,False,Middle School,Married,Retired,5,0,0,0,96.78,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,213,True
217,25-34,Male,Turk,Houseowner,True,False,True,False,False,False,False,False,False,True,True,Primary School,Single,Employed,3,1,0,0,98.21,['discretionary_mitigation'],['destructive'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Life Imprisonment,0,False
218,45-54,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,True,False,High School,Married,Student,1,1,0,0,99.62,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
219,45-54,Male,Turk,Houseowner,True,False,False,True,True,False,False,True,False,True,True,Primary School,Married,Student,2,2,0,0,96.44,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
220,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,False,False,True,Middle School,Married,Student,1,1,0,0,95.28,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
221,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,False,True,True,False,True,Illiterate,Divorced,Unemployed,1,0,0,0,97.84,"['unjust_provocation_mild', 'discretionary_mitigation']",['child'],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Fixed Term,219,True
222,45-54,Male,Turk,Houseowner,True,False,True,False,False,False,True,True,False,True,True,Primary School,Married,Retired,0,4,0,0,83.29,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
223,55-64,Male,Turk,Houseowner,False,False,False,True,True,False,True,False,True,True,True,High School,Married,Student,2,1,0,0,94.95,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
224,35-44,Male,Other,Rent,True,False,False,False,False,False,True,True,False,False,False,High School,Single,Employed,2,0,0,0,87.45,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
225,15-17,Female,Other,Houseowner,True,False,False,True,False,False,False,False,True,False,True,Literate without schooling,Single,Student,0,0,0,0,98.56,"['age_15-17', 'discretionary_mitigation']",['premeditated_kill'],False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,229,True
226,45-54,Male,Turk,Rent,False,True,False,True,False,False,False,True,False,True,True,Middle School,Married,Unemployed,1,1,0,0,100.0,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
227,25-34,Male,Turk,Rent,False,True,False,False,False,False,True,False,False,True,True,Middle School,Married,Retired,1,1,0,0,99.62,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
228,35-44,Female,Turk,Houseowner,True,True,True,False,False,False,False,False,True,True,True,Primary School,Married,Retired,2,3,0,0,96.93,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
229,45-54,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,False,True,Middle School,Married,Retired,2,2,0,0,99.62,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
230,55-64,Female,Turk,Houseowner,True,True,True,False,True,False,False,True,False,False,True,Primary School,Single,Student,0,2,0,0,86.92,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
231,25-34,Male,Turk,Houseowner,False,False,False,True,False,False,False,True,True,False,False,Primary School,Single,Student,1,0,0,0,89.35,"['unjust_provocation_mild', 'discretionary_mitigation']",['relative'],False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fixed Term,198,True
232,25-34,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,True,True,False,High School,Single,Retired,2,1,0,0,95.15,"['mental_disorder_partially', 'unjust_provocation_mild', 'discretionary_mitigation']",['tradition'],True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,150,True
233,45-54,Male,Turk,Rent,False,False,True,False,True,False,False,False,False,True,False,Master/PhD,Married,Retired,4,0,0,0,73.42,"['mental_disorder_partially', 'unjust_provocation_mild']",[],True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,192,True
234,35-44,Male,Other,Houseowner,True,False,False,False,True,False,False,True,True,False,False,High School,Single,Unemployed,2,0,0,0,98.26,"['mental_disorder_partially', 'discretionary_mitigation']",['tradition'],True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,259,True
235,15-17,Female,Turk,Homeless,False,False,True,False,False,False,False,True,True,False,True,Primary School,Single,Employed,0,0,0,0,100.0,"['age_15-17', 'discretionary_mitigation']",['premeditated_kill'],False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,198,True
236,12-14,Female,Other,Rent,False,False,False,False,False,False,False,True,True,False,True,Illiterate,Single,Student,0,0,0,0,99.62,"['age_12-14', 'discretionary_mitigation']",['tradition'],False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,130,True
237,25-34,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,False,True,High School,Single,Student,1,0,0,0,97.35,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
238,25-34,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,True,True,High School,Married,Unemployed,1,2,0,0,100.0,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
239,35-44,Female,Turk,Homeless,False,False,False,True,False,False,False,True,False,True,True,High School,Married,Retired,4,1,0,0,97.01,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
240,45-54,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,True,True,High School,Married,Employed,5,1,0,0,87.24,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
241,45-54,Female,Turk,Homeless,False,False,False,False,True,False,False,True,False,True,True,Bachelor’s Degree,Married,Employed,2,3,0,0,91.89,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
242,65+,Male,Other,Rent,False,False,False,False,False,False,True,True,False,False,True,High School,Married,Employed,1,3,0,1,47.01,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Life Imprisonment,0,False
243,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,False,False,True,True,False,Primary School,Divorced,Employed,2,2,0,0,93.83,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Life Imprisonment,0,False
244,18-24,Female,Turk,Rent,True,True,True,True,False,False,False,True,True,True,True,Middle School,Married,Employed,1,2,0,0,91.44,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
245,18-24,Female,Turk,Houseowner,True,False,True,False,False,False,False,False,True,False,True,Middle School,Single,Employed,2,1,0,0,99.21,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Life Imprisonment,0,False
246,45-54,Male,Turk,Houseowner,True,True,True,True,False,False,False,False,True,False,True,High School,Single,Employed,0,2,0,0,91.13,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Life Imprisonment,0,False
247,35-44,Male,Turk,Houseowner,False,True,False,False,True,False,False,True,True,True,False,High School,Married,Employed,3,1,0,0,93.79,"['mental_disorder_partially', 'unjust_provocation_moderate', 'discretionary_mitigation']",[],True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,194,True
248,45-54,Male,Turk,Rent,False,False,False,True,False,False,True,True,True,True,False,Bachelor’s Degree,Single,Employed,4,0,0,0,86.91,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Life Imprisonment,0,False
249,25-34,Female,Turk,Rent,True,False,False,True,False,False,False,False,False,True,False,Primary School,Married,Employed,1,2,0,0,89.43,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
