id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
892,35-44,Male,Turk,Houseowner,False,False,False,True,False,False,False,False,True,True,False,Literate without schooling,Single,Retired,3,2,0,1,65.44
893,35-44,Male,Turk,Rent,True,False,True,False,True,True,True,True,True,True,True,Literate without schooling,Married,Retired,2,2,0,0,69.01
894,45-54,Male,Other,Houseowner,True,True,False,False,True,False,True,True,True,False,True,Middle School,Divorced,Student,3,1,0,0,75.68
895,35-44,Male,Other,Rent,True,True,False,False,True,False,False,False,False,False,True,High School,Single,Student,1,2,0,0,70.87
896,35-44,Male,Turk,Houseowner,True,True,True,False,True,False,True,False,True,False,True,Primary School,Single,Student,2,0,0,0,61.79
897,25-34,Female,Turk,Rent,False,False,True,False,True,False,False,True,True,False,True,Primary School,Single,Retired,4,2,0,0,68.53
898,35-44,Female,Other,Houseowner,False,True,False,True,True,False,False,True,True,False,True,High School,Married,Employed,4,2,0,1,62.01
899,25-34,Male,Turk,Rent,False,False,True,True,False,False,True,True,True,False,True,High School,Single,Retired,2,2,0,1,53.99
900,25-34,Male,Turk,Rent,True,False,True,True,False,False,False,False,False,False,False,High School,Single,Unemployed,1,0,0,0,59.62
901,25-34,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,False,False,Primary School,Single,Retired,2,0,0,0,53.29
902,25-34,Male,Turk,Rent,True,True,True,True,False,False,False,True,True,True,False,Bachelor’s Degree,Married,Employed,1,4,0,1,84.86
903,35-44,Male,Turk,Homeless,False,False,True,True,False,False,False,True,True,True,True,Primary School,Married,Student,5,0,0,0,91.05
904,25-34,Male,Turk,Rent,False,True,False,False,False,False,True,False,False,True,False,Middle School,Married,Employed,2,1,0,0,61.0
905,25-34,Male,Turk,Houseowner,False,False,False,True,True,False,False,True,False,False,True,Middle School,Single,Employed,4,1,0,0,64.66
906,35-44,Male,Turk,Rent,True,True,False,False,False,False,False,False,True,True,False,High School,Single,Retired,2,4,0,0,59.36
907,35-44,Female,Other,Houseowner,True,True,False,True,False,False,True,True,False,True,False,Middle School,Married,Student,2,2,0,1,55.04
908,25-34,Male,Other,Houseowner,True,True,False,True,True,False,True,False,False,True,True,Middle School,Married,Retired,3,1,0,0,83.26
909,55-64,Male,Other,Rent,False,False,True,True,False,False,True,False,False,False,False,High School,Married,Employed,2,0,0,1,69.9
910,15-17,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,0,0,0,0,65.27
911,35-44,Male,Turk,Rent,True,False,True,True,False,False,False,True,True,True,True,High School,Single,Unemployed,3,3,0,1,73.63
912,35-44,Male,Other,Houseowner,True,True,False,False,True,False,True,False,False,True,False,Literate without schooling,Single,Employed,1,1,0,0,75.98
913,15-17,Female,Turk,Homeless,False,False,False,False,False,False,False,True,True,False,False,Primary School,Single,Student,0,1,0,0,77.41
914,35-44,Female,Turk,Homeless,True,False,True,False,False,False,False,False,True,False,True,Primary School,Single,Retired,2,3,0,0,82.91
915,35-44,Female,Other,Houseowner,False,True,False,False,True,False,True,True,True,True,False,Middle School,Married,Unemployed,4,0,0,0,60.53
916,25-34,Male,Turk,Rent,True,True,True,True,False,False,False,False,False,True,True,High School,Married,Employed,3,2,0,1,53.24
917,25-34,Male,Turk,Houseowner,False,True,False,True,True,False,True,True,False,False,False,High School,Single,Employed,1,0,0,0,58.07
918,35-44,Male,Turk,Houseowner,True,False,False,True,True,False,True,False,False,True,False,Middle School,Divorced,Student,1,1,0,0,71.27
919,35-44,Male,Other,Rent,True,False,False,False,False,True,False,True,False,True,False,Middle School,Single,Employed,3,2,0,1,69.19
920,12-14,Female,Turk,Houseowner,False,False,True,False,False,False,True,False,True,False,False,Literate without schooling,Single,Employed,0,0,0,0,69.58
921,18-24,Female,Turk,Houseowner,True,False,False,False,False,False,True,False,True,True,True,Primary School,Single,Employed,6,1,0,0,90.1
922,45-54,Female,Turk,Rent,True,True,True,True,False,False,False,True,True,False,True,Primary School,Single,Employed,4,2,0,1,78.85
923,25-34,Female,Turk,Rent,False,False,True,True,True,False,False,False,True,True,True,High School,Single,Employed,4,2,0,1,58.01
924,15-17,Male,Turk,Houseowner,False,False,False,True,False,True,False,True,True,True,False,Literate without schooling,Single,Employed,0,1,0,0,89.1
925,15-17,Female,Other,Rent,False,False,False,False,False,False,True,True,True,False,True,Illiterate,Single,Employed,0,2,0,0,69.25
926,35-44,Male,Other,Houseowner,False,True,False,True,True,False,False,True,True,False,True,Literate without schooling,Married,Retired,2,2,0,0,74.47
927,25-34,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,True,True,Literate without schooling,Married,Retired,1,4,0,0,71.34
928,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,False,False,False,False,High School,Married,Student,2,0,0,0,54.69
929,35-44,Female,Turk,Houseowner,False,False,True,True,False,False,True,True,False,True,False,Literate without schooling,Married,Student,2,1,0,0,57.77
930,25-34,Male,Other,Houseowner,False,True,False,False,False,False,True,True,True,False,True,Illiterate,Single,Student,1,1,0,0,51.72
931,25-34,Male,Turk,Houseowner,False,True,False,False,True,False,False,False,True,False,True,Middle School,Single,Student,4,0,0,0,65.47
932,35-44,Male,Other,Houseowner,True,False,True,False,True,False,True,False,False,True,True,Middle School,Single,Student,3,1,0,0,66.63
933,35-44,Female,Turk,Houseowner,True,False,False,False,False,False,True,False,False,False,False,Primary School,Divorced,Unemployed,1,1,0,0,65.22
934,35-44,Male,Other,Rent,False,False,False,True,False,False,True,False,True,True,False,High School,Divorced,Student,3,0,0,0,67.54
935,35-44,Male,Other,Houseowner,False,True,False,True,True,False,False,True,True,True,False,High School,Married,Unemployed,1,2,0,0,82.51
936,35-44,Male,Turk,Houseowner,False,True,False,True,False,False,True,False,True,True,False,Literate without schooling,Married,Student,2,0,0,0,81.53
937,55-64,Female,Turk,Rent,False,False,False,False,False,True,False,False,False,False,True,Middle School,Married,Unemployed,3,1,0,1,50.54
938,25-34,Male,Turk,Houseowner,True,True,False,True,True,False,False,True,False,True,False,Primary School,Married,Retired,4,1,0,0,55.94
939,18-24,Female,Turk,Houseowner,True,False,False,False,False,False,True,True,True,False,False,Middle School,Single,Retired,3,2,0,1,64.01
940,35-44,Male,Turk,Rent,True,False,True,True,True,False,True,True,True,True,True,Middle School,Married,Student,3,2,0,1,57.37
941,45-54,Male,Turk,Rent,True,False,False,True,True,False,False,True,True,False,False,Middle School,Single,Student,5,0,0,0,50.83
942,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,True,False,Primary School,Married,Student,4,1,0,1,52.86
943,45-54,Male,Turk,Rent,True,False,True,True,True,False,False,False,False,False,True,High School,Married,Retired,0,4,0,2,51.91
944,45-54,Male,Other,Rent,False,True,False,False,False,False,True,False,False,True,True,Primary School,Single,Student,1,2,0,0,72.8
945,35-44,Male,Other,Rent,True,False,False,True,True,False,False,False,False,True,False,Primary School,Married,Student,1,2,0,0,56.57
946,25-34,Male,Other,Rent,True,True,False,False,True,False,False,True,True,False,True,High School,Single,Student,3,2,0,0,56.67
947,35-44,Female,Turk,Rent,True,True,False,False,True,False,True,False,True,False,False,High School,Married,Student,2,1,0,1,73.04
948,35-44,Male,Turk,Houseowner,False,False,True,False,True,False,True,False,False,False,True,Middle School,Single,Retired,2,1,0,0,69.7
949,15-17,Male,Other,Homeless,False,True,False,False,False,False,True,True,True,False,True,Primary School,Single,Employed,0,0,0,0,88.32
950,35-44,Male,Turk,Rent,True,True,True,False,True,False,False,True,True,True,False,High School,Divorced,Retired,2,3,0,0,75.05
951,35-44,Male,Turk,Rent,True,True,True,True,True,False,True,True,True,True,True,Primary School,Divorced,Retired,3,1,0,0,64.73
952,25-34,Male,Turk,Homeless,True,False,True,False,True,False,True,True,False,True,True,Middle School,Single,Student,2,1,0,0,91.83
953,18-24,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,True,False,High School,Married,Retired,4,1,0,1,54.34
954,35-44,Female,Turk,Rent,True,False,False,False,False,True,False,False,True,True,False,Primary School,Married,Unemployed,5,0,0,0,54.08
955,35-44,Male,Turk,Homeless,True,False,True,True,False,False,False,True,False,True,False,Primary School,Divorced,Student,1,1,0,0,85.95
956,25-34,Male,Turk,Houseowner,True,False,False,False,False,False,True,True,True,False,True,Literate without schooling,Married,Employed,2,4,0,1,68.0
957,45-54,Male,Turk,Houseowner,False,False,True,True,False,False,True,True,True,False,True,High School,Married,Employed,5,1,0,0,59.21
958,15-17,Male,Other,Rent,True,False,True,False,False,False,False,False,False,False,True,Primary School,Single,Student,0,1,0,0,87.93
959,45-54,Female,Turk,Houseowner,True,True,True,True,False,True,True,False,False,False,True,Middle School,Divorced,Retired,0,1,0,1,52.05
960,35-44,Female,Turk,Rent,True,True,True,True,False,False,True,False,True,True,True,Illiterate,Single,Retired,3,1,0,0,54.88
961,65+,Male,Turk,Rent,False,False,False,True,True,False,True,True,True,True,True,Primary School,Single,Retired,7,1,0,0,78.25
962,45-54,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,False,False,Middle School,Married,Employed,2,0,0,1,53.79
963,45-54,Male,Turk,Houseowner,False,True,True,False,False,False,True,True,True,False,True,Middle School,Single,Employed,4,1,0,1,59.21
964,12-14,Female,Turk,Rent,True,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,2,0,0,51.2
965,25-34,Female,Turk,Homeless,False,False,False,False,False,False,True,False,True,False,False,Primary School,Single,Retired,0,2,0,1,65.85
966,25-34,Male,Other,Houseowner,True,False,True,False,True,False,False,True,True,True,True,High School,Single,Employed,1,6,0,0,97.05
967,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,Middle School,Single,Employed,3,1,0,1,62.67
968,35-44,Male,Turk,Rent,True,False,True,False,False,False,False,False,False,False,True,Primary School,Single,Student,2,2,0,0,74.47
969,35-44,Female,Turk,Rent,True,True,True,True,True,False,False,True,False,False,True,Primary School,Single,Unemployed,1,1,0,0,73.93
970,18-24,Male,Turk,Houseowner,False,False,False,False,True,True,False,True,False,True,False,Literate without schooling,Married,Employed,2,0,0,0,94.21
971,35-44,Male,Other,Houseowner,True,False,False,False,False,False,True,True,True,False,True,Bachelor’s Degree,Married,Student,7,1,0,0,82.1
972,35-44,Female,Other,Rent,True,False,True,False,False,False,True,False,False,False,True,Middle School,Single,Employed,4,1,0,1,61.41
973,25-34,Male,Other,Homeless,False,True,False,False,True,False,True,True,False,True,False,Bachelor’s Degree,Single,Employed,2,0,0,0,89.35
974,25-34,Male,Other,Houseowner,True,True,False,False,True,False,False,True,True,True,True,Primary School,Divorced,Unemployed,3,2,0,0,75.79
975,25-34,Male,Other,Houseowner,False,True,False,True,False,False,True,True,False,True,True,Middle School,Single,Retired,4,1,0,0,62.38
976,25-34,Male,Other,Rent,False,False,True,False,False,True,True,True,False,False,True,Primary School,Single,Employed,0,1,0,1,48.39
977,18-24,Female,Turk,Rent,False,False,False,False,False,False,True,False,False,False,True,Primary School,Married,Employed,1,2,0,0,64.55
978,35-44,Female,Turk,Houseowner,True,False,True,True,True,False,True,True,True,True,True,Primary School,Single,Employed,2,4,0,1,73.44
979,55-64,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,False,True,Middle School,Single,Employed,2,2,0,1,71.05
980,18-24,Female,Turk,Houseowner,True,False,True,True,False,True,True,True,True,False,True,Bachelor’s Degree,Single,Student,1,1,0,1,55.48
981,35-44,Male,Turk,Rent,True,True,True,True,False,False,False,True,True,True,True,Primary School,Married,Employed,5,2,0,1,76.19
982,65+,Female,Other,Houseowner,False,False,False,True,True,False,True,False,False,False,False,Primary School,Single,Retired,1,2,0,1,79.89
983,25-34,Male,Other,Rent,True,False,True,True,False,False,True,True,True,True,False,Primary School,Married,Student,4,0,0,0,53.7
984,25-34,Male,Turk,Houseowner,True,False,False,True,True,False,False,False,True,True,False,Primary School,Married,Retired,4,2,0,1,58.77
985,65+,Male,Other,Houseowner,True,False,True,False,True,False,True,False,True,False,False,Primary School,Single,Student,2,1,0,1,76.0
986,55-64,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,False,True,High School,Married,Retired,5,2,0,1,64.77
987,45-54,Female,Turk,Rent,True,True,True,True,True,False,True,True,True,True,False,High School,Married,Retired,6,0,0,1,62.2
988,45-54,Male,Turk,Rent,False,False,True,False,True,False,True,False,True,True,False,High School,Divorced,Unemployed,2,0,0,0,80.82
989,15-17,Female,Other,Houseowner,False,False,False,False,False,False,False,False,True,False,True,Illiterate,Single,Student,0,2,0,0,79.24
990,35-44,Male,Other,Houseowner,True,True,True,False,True,False,True,True,False,True,True,Literate without schooling,Single,Student,2,1,0,0,76.82
991,18-24,Female,Turk,Houseowner,False,True,False,True,True,False,False,False,False,False,True,High School,Married,Unemployed,1,0,0,0,77.88
992,35-44,Male,Other,Rent,True,False,False,False,False,False,True,True,True,False,False,Middle School,Married,Unemployed,3,1,0,1,59.47
993,65+,Female,Turk,Houseowner,True,True,False,False,True,False,True,False,False,False,True,Middle School,Divorced,Employed,5,1,0,1,81.08
994,15-17,Female,Other,Homeless,False,False,False,True,False,False,False,False,True,False,False,Primary School,Single,Employed,0,0,0,0,72.37
995,45-54,Female,Turk,Rent,False,True,True,False,True,False,True,True,False,True,True,Primary School,Married,Unemployed,1,2,0,0,80.74
996,35-44,Male,Turk,Rent,True,False,False,True,False,False,False,True,False,False,False,Middle School,Married,Student,1,3,0,1,78.07
997,25-34,Female,Turk,Rent,False,False,True,False,True,False,False,False,False,True,True,Primary School,Married,Retired,3,3,0,1,50.66
998,18-24,Female,Other,Rent,True,False,True,False,False,False,False,True,True,True,True,Middle School,Single,Unemployed,4,2,0,0,54.63
999,15-17,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Employed,0,0,0,0,57.93
1000,25-34,Female,Turk,Rent,False,False,False,False,True,False,False,False,True,False,False,Literate without schooling,Single,Student,2,1,0,1,67.51
1001,35-44,Male,Other,Rent,True,False,False,False,True,False,True,False,False,True,True,Primary School,Married,Student,4,1,0,0,60.66
1002,25-34,Male,Other,Houseowner,False,True,False,True,True,False,False,True,True,False,False,High School,Divorced,Employed,3,0,0,0,60.04
1003,35-44,Male,Turk,Rent,False,True,True,False,True,False,False,False,True,True,False,Middle School,Married,Retired,2,2,0,0,61.57
1004,45-54,Female,Turk,Homeless,False,False,True,True,False,False,False,False,True,False,True,Primary School,Married,Retired,1,3,0,0,60.35
1005,25-34,Male,Turk,Rent,False,True,True,True,True,False,True,True,True,False,True,Middle School,Single,Retired,1,1,0,0,51.24
1006,55-64,Male,Turk,Rent,False,False,True,True,False,False,True,False,False,True,False,High School,Married,Retired,2,2,0,1,67.47
1007,12-14,Female,Turk,Homeless,False,False,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,0,0,0,80.55
1008,35-44,Male,Other,Houseowner,False,True,True,False,True,False,True,True,False,True,True,Primary School,Single,Unemployed,2,0,0,0,72.83
1009,35-44,Female,Turk,Rent,False,False,True,True,True,False,True,True,True,True,True,High School,Married,Unemployed,4,1,0,1,50.58
1010,25-34,Male,Other,Rent,True,True,False,False,True,False,False,False,False,True,True,Primary School,Single,Retired,2,3,0,0,87.08
1011,25-34,Male,Turk,Rent,True,False,True,False,True,False,False,True,True,True,False,High School,Single,Student,1,4,0,0,52.69
1012,25-34,Male,Turk,Rent,True,False,False,True,True,False,False,False,False,True,True,High School,Single,Student,2,3,0,1,77.69
1013,35-44,Male,Turk,Rent,True,True,True,True,True,False,False,True,True,True,True,Primary School,Married,Student,3,2,0,1,51.86
1014,35-44,Female,Turk,Rent,False,True,False,False,False,False,True,False,False,True,True,Primary School,Married,Unemployed,3,1,0,0,76.39
1015,25-34,Female,Turk,Rent,True,False,True,False,True,False,False,True,True,False,False,High School,Single,Unemployed,2,2,0,0,71.82
1016,45-54,Male,Turk,Homeless,False,True,True,True,False,False,True,False,False,True,True,Middle School,Single,Retired,2,0,0,0,87.19
1017,12-14,Female,Other,Homeless,False,True,False,False,False,False,False,True,False,False,True,Literate without schooling,Single,Student,0,0,0,0,87.62
1018,25-34,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,True,True,High School,Single,Unemployed,3,1,0,0,63.37
1019,35-44,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,True,True,Middle School,Single,Unemployed,3,1,0,0,67.25
1020,35-44,Male,Turk,Rent,True,False,True,True,False,False,False,False,False,False,False,Primary School,Married,Unemployed,0,1,0,1,59.19
1021,45-54,Male,Turk,Rent,True,False,True,True,False,False,True,False,False,True,True,Primary School,Single,Unemployed,2,1,0,0,83.49
1022,35-44,Male,Turk,Homeless,True,False,False,False,True,False,False,True,True,False,True,Literate without schooling,Married,Unemployed,3,1,0,0,86.44
1023,35-44,Female,Turk,Rent,True,False,True,True,False,False,True,False,False,True,True,High School,Single,Unemployed,2,2,0,0,60.32
1024,45-54,Female,Turk,Rent,True,False,False,True,True,False,False,True,True,True,True,High School,Married,Employed,9,2,0,0,97.33
1025,35-44,Male,Turk,Rent,False,False,True,True,True,False,False,True,True,True,False,Primary School,Single,Student,4,0,0,0,68.38
1026,25-34,Female,Turk,Houseowner,False,False,False,True,True,True,False,True,False,True,False,High School,Single,Employed,2,2,0,0,52.54
1027,35-44,Male,Turk,Houseowner,True,False,True,False,True,False,False,True,True,False,False,High School,Married,Employed,3,3,0,1,52.31
1028,35-44,Male,Turk,Rent,True,True,False,False,False,False,False,False,True,False,True,Primary School,Single,Unemployed,2,2,0,0,70.06
1029,45-54,Male,Other,Rent,True,True,True,False,False,False,False,False,True,False,False,High School,Single,Employed,2,2,0,1,64.75
1030,35-44,Male,Turk,Houseowner,True,False,False,True,True,False,True,False,True,True,False,Middle School,Single,Employed,4,1,0,1,60.88
1031,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,True,True,False,True,High School,Divorced,Student,4,1,0,0,75.68
1032,18-24,Female,Turk,Houseowner,True,False,False,False,False,False,True,False,True,False,True,Middle School,Married,Student,3,2,0,0,66.22
1033,25-34,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,True,True,True,Primary School,Single,Employed,2,3,0,0,55.58
1034,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,False,False,False,True,True,High School,Divorced,Retired,2,3,0,0,84.95
1035,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,True,False,True,False,True,Illiterate,Single,Employed,0,2,0,0,69.17
1036,25-34,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,False,True,False,Literate without schooling,Married,Retired,3,1,0,0,65.85
1037,25-34,Female,Turk,Rent,False,True,True,False,True,False,False,True,True,True,True,Primary School,Single,Employed,6,1,0,0,55.85
1038,25-34,Male,Other,Houseowner,True,True,False,False,False,False,True,False,True,True,False,High School,Single,Student,2,2,0,1,56.84
1039,25-34,Female,Turk,Houseowner,False,True,True,False,False,False,False,True,False,False,True,Middle School,Single,Unemployed,3,1,0,0,52.6
1040,12-14,Female,Turk,Houseowner,False,False,True,False,False,False,False,True,False,False,False,Primary School,Single,Employed,0,2,0,0,66.99
1041,35-44,Female,Turk,Houseowner,False,False,False,True,False,False,False,False,True,True,True,High School,Married,Student,4,4,0,1,57.39
1042,45-54,Male,Turk,Houseowner,False,True,False,False,True,False,False,True,True,True,False,Middle School,Single,Retired,5,2,0,1,62.0
1043,25-34,Male,Turk,Houseowner,True,True,False,True,False,False,False,True,True,False,True,Bachelor’s Degree,Single,Unemployed,2,3,0,1,81.36
1044,25-34,Male,Other,Rent,True,True,False,False,False,False,True,False,False,True,True,Middle School,Single,Student,2,2,0,0,65.77
1045,45-54,Female,Other,Houseowner,True,True,True,True,True,False,True,False,True,False,False,High School,Divorced,Employed,2,0,0,0,53.75
1046,18-24,Male,Turk,Rent,False,True,False,True,False,True,False,True,True,True,True,Middle School,Divorced,Retired,2,1,0,0,75.31
1047,15-17,Female,Other,Houseowner,False,False,False,False,False,False,False,True,True,False,True,Illiterate,Single,Student,0,3,0,0,52.53
1048,25-34,Female,Turk,Rent,True,True,False,True,True,False,False,True,True,False,False,High School,Married,Retired,5,1,0,1,87.9
1049,25-34,Male,Turk,Rent,False,True,False,True,False,False,False,False,False,True,True,High School,Divorced,Unemployed,2,1,0,0,90.11
1050,12-14,Female,Other,Houseowner,False,False,True,False,False,False,False,True,False,False,False,Illiterate,Single,Student,0,0,0,0,56.94
1051,25-34,Male,Other,Rent,False,False,False,False,False,False,False,True,False,True,False,Primary School,Married,Unemployed,1,3,0,0,70.83
1052,35-44,Male,Turk,Houseowner,False,False,False,True,False,True,True,True,False,False,True,High School,Married,Retired,3,1,0,0,63.77
1053,15-17,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,True,False,Middle School,Single,Student,0,2,0,0,82.78
1054,35-44,Male,Other,Rent,False,True,False,False,True,False,False,False,True,True,True,Middle School,Single,Student,3,2,0,0,57.06
1055,25-34,Female,Turk,Houseowner,True,True,True,False,True,False,True,True,False,True,False,Primary School,Single,Unemployed,1,1,0,0,82.97
1056,65+,Male,Turk,Houseowner,True,False,False,False,True,True,False,True,False,True,False,High School,Single,Retired,3,4,0,1,63.68
1057,45-54,Male,Turk,Rent,True,True,True,False,False,False,False,True,False,True,False,Middle School,Single,Unemployed,2,2,0,0,71.13
1058,35-44,Female,Other,Rent,False,False,True,True,True,False,False,False,False,True,True,Illiterate,Single,Student,3,0,0,0,64.57
1059,25-34,Male,Other,Houseowner,True,False,False,True,False,False,True,False,False,True,False,Primary School,Divorced,Employed,1,2,0,0,63.67
1060,25-34,Male,Turk,Houseowner,False,True,True,True,True,False,False,False,False,True,True,Primary School,Single,Retired,1,2,0,0,78.83
1061,25-34,Male,Turk,Rent,True,True,False,False,False,False,False,True,False,False,True,Middle School,Single,Retired,2,4,0,1,49.82
1062,35-44,Female,Turk,Rent,False,True,False,False,False,False,True,False,False,False,True,Middle School,Single,Retired,1,3,0,1,59.46
1063,15-17,Male,Turk,Homeless,False,False,False,False,False,False,False,True,False,False,True,Illiterate,Single,Employed,0,1,0,0,94.17
1064,18-24,Male,Turk,Rent,True,False,False,False,False,False,True,False,True,False,True,Primary School,Married,Student,4,0,0,0,78.18
1065,25-34,Male,Turk,Homeless,False,False,True,False,False,False,False,True,False,True,True,Middle School,Single,Student,4,1,0,0,80.87
1066,55-64,Male,Turk,Rent,False,False,True,False,False,False,True,True,True,False,False,Middle School,Single,Unemployed,2,1,0,1,79.11
1067,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,False,False,True,True,False,Literate without schooling,Divorced,Employed,5,1,0,1,79.0
1068,45-54,Female,Turk,Rent,True,True,True,True,True,False,False,True,False,False,True,Middle School,Married,Employed,2,3,0,1,83.03
1069,35-44,Male,Turk,Homeless,False,False,False,False,False,False,True,True,False,False,True,Middle School,Married,Unemployed,3,0,0,0,83.45
1070,18-24,Female,Turk,Homeless,True,False,True,False,True,False,True,False,True,True,False,Primary School,Married,Student,1,0,0,0,94.14
1071,25-34,Female,Turk,Houseowner,False,True,False,False,True,False,False,False,True,True,False,Bachelor’s Degree,Divorced,Student,3,2,0,1,63.26
1072,45-54,Male,Turk,Rent,True,False,True,False,False,False,False,True,True,False,False,High School,Single,Unemployed,3,2,0,1,64.11
1073,45-54,Male,Other,Houseowner,False,True,False,False,True,False,True,False,True,True,True,Literate without schooling,Single,Employed,1,3,0,0,50.92
1074,18-24,Female,Turk,Rent,True,False,True,False,True,False,False,True,False,False,False,Illiterate,Single,Retired,1,1,0,0,68.18
1075,25-34,Male,Turk,Rent,False,True,False,True,True,True,False,True,False,True,True,Primary School,Single,Retired,2,1,0,0,88.95
1076,25-34,Male,Turk,Houseowner,False,False,False,False,True,False,False,True,False,False,True,Illiterate,Married,Employed,3,2,0,0,64.02
1077,45-54,Male,Other,Houseowner,True,False,True,False,False,False,False,False,False,False,False,High School,Single,Employed,3,2,0,1,72.0
1078,25-34,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,True,True,False,Bachelor’s Degree,Single,Employed,3,3,0,1,92.24
1079,25-34,Male,Turk,Rent,True,False,False,True,True,False,True,False,True,False,False,Middle School,Married,Employed,2,1,0,1,56.39
1080,12-14,Female,Other,Homeless,False,True,False,False,False,False,False,True,True,False,False,Primary School,Single,Student,0,0,0,0,61.36
1081,35-44,Male,Turk,Rent,False,False,False,True,True,False,False,False,False,True,True,High School,Single,Unemployed,2,2,0,0,69.9
1082,15-17,Female,Turk,Homeless,False,False,False,False,False,False,True,False,False,False,True,Primary School,Single,Student,0,0,0,0,85.91
1083,35-44,Male,Turk,Rent,False,False,False,True,True,False,True,False,True,True,True,Primary School,Single,Unemployed,2,1,0,0,79.91
1084,25-34,Male,Turk,Houseowner,False,False,False,True,True,True,True,True,True,True,False,Middle School,Married,Student,1,1,0,0,78.05
1085,35-44,Male,Other,Houseowner,False,True,True,False,True,False,True,False,True,True,True,Illiterate,Single,Employed,0,2,0,1,62.44
1086,25-34,Female,Other,Houseowner,False,True,False,False,False,False,False,False,False,False,False,Primary School,Married,Retired,2,2,0,0,59.58
1087,45-54,Female,Turk,Houseowner,False,False,True,False,True,False,True,True,True,True,False,Middle School,Single,Student,2,3,0,1,70.4
1088,45-54,Male,Other,Houseowner,True,True,True,True,True,False,False,False,False,True,True,Middle School,Single,Retired,3,2,0,1,50.9
1089,25-34,Female,Other,Rent,False,False,False,False,False,False,False,False,True,False,False,Literate without schooling,Married,Retired,2,3,0,1,72.09
1090,25-34,Male,Other,Houseowner,False,True,False,False,False,True,False,True,False,False,True,Primary School,Married,Retired,3,1,1,0,76.59
1091,55-64,Male,Turk,Rent,False,True,False,False,True,False,True,False,False,True,True,Primary School,Married,Employed,3,2,1,1,69.04
1092,45-54,Female,Turk,Rent,True,False,True,False,True,True,True,True,False,False,True,Primary School,Divorced,Student,1,1,1,0,51.09
1093,25-34,Male,Turk,Houseowner,False,False,True,False,True,False,True,True,True,True,False,Literate without schooling,Married,Retired,1,3,1,0,49.46
1094,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,False,False,False,True,High School,Married,Employed,3,3,1,1,72.6
1095,25-34,Male,Turk,Rent,False,False,False,True,True,False,False,True,False,True,True,Middle School,Married,Student,4,2,1,1,51.84
1096,25-34,Male,Turk,Houseowner,True,True,False,True,False,False,True,True,False,True,True,Primary School,Married,Student,3,2,1,0,54.38
1097,25-34,Male,Turk,Houseowner,False,True,False,True,True,False,False,True,False,True,False,Bachelor’s Degree,Single,Retired,3,2,1,1,73.5
1098,25-34,Male,Turk,Houseowner,True,True,True,True,False,False,True,False,True,True,False,High School,Married,Retired,2,2,1,1,62.14
1099,35-44,Male,Other,Rent,True,True,False,False,True,False,False,True,False,True,True,High School,Single,Employed,3,4,1,1,61.91
1100,55-64,Male,Turk,Rent,True,False,False,True,True,False,True,True,True,True,False,Middle School,Married,Student,4,2,1,1,84.36
1101,55-64,Male,Turk,Homeless,True,False,False,True,True,False,True,False,True,False,True,Primary School,Married,Employed,3,1,1,0,63.33
1102,45-54,Male,Other,Rent,True,False,True,False,True,False,True,True,False,False,True,Middle School,Single,Unemployed,2,1,1,0,67.93
1103,12-14,Female,Turk,Rent,False,False,False,False,False,False,True,False,True,False,False,Literate without schooling,Single,Employed,0,1,1,1,68.65
1104,25-34,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,False,True,True,Illiterate,Single,Retired,3,3,1,1,58.97
1105,25-34,Female,Turk,Rent,False,False,False,False,True,False,True,True,True,False,False,Illiterate,Married,Retired,3,1,1,1,56.63
