id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
526,25-34,Female,Turk,Houseowner,True,False,False,False,False,False,True,False,False,True,False,Primary School,Married,Employed,4,1,0,0,80.3,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
527,25-34,Female,Other,Rent,True,True,False,False,True,False,True,False,False,True,False,High School,Married,Employed,3,0,0,0,84.8,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
528,35-44,Male,Turk,Houseowner,True,False,True,True,False,False,True,True,True,True,True,Primary School,Single,Unemployed,1,2,0,0,91.35,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
529,35-44,Male,Turk,Rent,True,False,False,True,False,False,True,False,False,True,True,Middle School,Single,Unemployed,0,2,0,0,87.91,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
530,35-44,Female,Turk,Rent,True,True,False,False,False,False,False,True,True,False,True,Primary School,Single,Retired,2,4,0,0,72.29,"['unjust_provocation_severe', 'discretionary_mitigation']",['relative'],False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
531,45-54,Female,Other,Houseowner,True,False,False,True,False,False,True,True,True,False,False,High School,Married,Student,2,2,0,1,54.61,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
532,35-44,Female,Turk,Houseowner,True,True,True,True,True,False,True,False,True,False,False,High School,Married,Employed,1,0,0,0,68.73,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
533,55-64,Female,Turk,Rent,False,False,True,False,True,False,False,False,False,False,False,Primary School,Divorced,Employed,2,0,0,0,75.35,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
534,35-44,Male,Turk,Rent,True,True,True,False,True,False,True,False,False,True,True,Primary School,Single,Retired,1,1,0,0,93.71,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
535,25-34,Male,Turk,Rent,False,False,False,True,True,False,False,True,False,True,True,Literate without schooling,Married,Employed,2,2,0,0,90.24,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
536,25-34,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,False,True,False,Bachelor’s Degree,Married,Retired,2,2,0,0,67.89,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
537,45-54,Male,Turk,Houseowner,True,True,False,False,False,False,True,False,False,False,True,Primary School,Single,Employed,2,1,0,0,87.53,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
538,45-54,Male,Turk,Rent,False,True,True,False,False,True,False,True,True,True,True,Primary School,Married,Employed,3,1,0,0,84.23,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
539,55-64,Female,Other,Rent,True,False,False,False,True,False,True,False,False,True,True,High School,Single,Employed,3,3,0,1,65.8,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
540,45-54,Male,Other,Houseowner,False,False,True,False,False,False,False,True,True,False,True,Middle School,Single,Unemployed,3,1,0,0,89.38,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
541,12-14,Female,Turk,Houseowner,False,False,False,False,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,0,0,0,0,83.89,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
542,18-24,Female,Other,Houseowner,True,False,False,True,False,False,False,False,False,False,True,Bachelor’s Degree,Single,Retired,2,2,0,0,74.22,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,25-34,Male,Other,Rent,True,False,True,True,False,False,False,False,True,False,True,Primary School,Single,Employed,2,1,0,0,84.22,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
544,45-54,Male,Turk,Houseowner,False,True,False,True,False,False,False,True,True,False,True,Middle School,Single,Student,3,1,0,0,77.59,['discretionary_mitigation'],['to_cover_another_crime'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
545,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,False,True,False,False,True,Primary School,Single,Employed,0,3,0,0,81.47,"['age_15-17', 'discretionary_mitigation']",['femicide'],False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
546,25-34,Male,Turk,Rent,False,False,True,True,False,False,False,False,False,True,True,Literate without schooling,Divorced,Student,0,1,0,0,89.1,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
547,45-54,Male,Turk,Rent,True,False,False,False,False,False,True,False,False,True,False,High School,Single,Employed,1,3,0,0,63.49,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
548,12-14,Male,Turk,Houseowner,True,False,False,False,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,0,0,0,0,92.25,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
549,25-34,Male,Other,Houseowner,True,True,True,False,True,False,False,False,True,False,True,High School,Single,Student,1,1,0,0,84.41,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
550,25-34,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,False,False,True,High School,Married,Retired,3,1,0,0,83.68,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
551,35-44,Male,Turk,Rent,False,True,False,True,True,False,False,False,True,True,False,Primary School,Married,Employed,1,1,0,0,85.5,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
552,45-54,Male,Turk,Houseowner,True,True,True,False,True,False,False,False,True,True,True,Primary School,Married,Unemployed,4,0,0,0,83.27,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
553,35-44,Female,Turk,Houseowner,False,False,True,True,False,True,False,False,True,True,False,Bachelor’s Degree,Single,Retired,1,2,0,0,52.11,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
554,18-24,Male,Turk,Rent,True,False,True,False,True,False,False,True,True,False,False,Middle School,Married,Student,0,1,0,0,69.01,"['mental_disorder_partially', 'discretionary_mitigation']",['premeditated_kill'],True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
555,15-17,Male,Turk,Rent,True,False,False,True,False,False,False,False,True,False,False,Literate without schooling,Single,Employed,0,0,0,0,82.46,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
556,35-44,Female,Other,Rent,True,False,False,False,False,False,False,True,False,False,False,Middle School,Single,Unemployed,4,0,0,0,64.71,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
557,25-34,Male,Turk,Rent,True,True,True,False,True,False,True,True,False,True,True,Primary School,Married,Student,1,1,0,0,94.33,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
558,35-44,Female,Other,Houseowner,True,False,True,False,False,False,True,True,False,True,False,Master/PhD,Single,Unemployed,1,3,0,0,51.59,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
559,18-24,Male,Turk,Rent,True,True,False,False,True,False,False,True,True,False,False,High School,Divorced,Retired,2,0,0,0,89.9,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
560,35-44,Male,Turk,Rent,True,False,True,True,False,False,False,True,True,True,True,High School,Divorced,Retired,5,2,0,0,62.52,['discretionary_mitigation'],['destructive'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
561,25-34,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,True,True,False,High School,Single,Unemployed,1,2,0,0,81.0,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
562,15-17,Male,Turk,Rent,True,True,True,False,False,False,False,False,False,False,True,Primary School,Single,Employed,0,0,0,0,93.3,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
563,35-44,Female,Turk,Rent,True,False,False,False,False,False,False,True,True,True,True,Primary School,Married,Student,3,5,0,0,73.8,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
564,25-34,Male,Turk,Houseowner,False,True,True,False,False,False,False,False,True,True,True,Bachelor’s Degree,Married,Employed,1,4,0,0,61.93,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
565,12-14,Female,Turk,Homeless,False,False,False,False,False,False,False,True,True,False,True,Illiterate,Single,Employed,0,1,0,0,97.79,"['age_12-14', 'discretionary_mitigation']",['to_cover_another_crime'],False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
566,35-44,Female,Turk,Rent,False,False,True,True,True,True,False,False,True,True,False,High School,Married,Unemployed,0,0,0,0,87.72,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
567,45-54,Male,Turk,Rent,True,False,True,True,False,False,True,True,False,True,True,Literate without schooling,Single,Unemployed,1,1,0,0,95.5,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
568,35-44,Male,Turk,Rent,False,False,False,True,False,True,True,True,True,True,True,High School,Married,Retired,5,0,0,0,90.63,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
569,25-34,Male,Other,Houseowner,True,True,False,False,True,False,False,False,False,False,True,Middle School,Single,Employed,2,1,0,0,88.32,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
570,25-34,Male,Other,Houseowner,True,True,False,False,False,True,True,True,True,True,True,Middle School,Single,Employed,3,1,0,0,89.92,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
571,45-54,Female,Turk,Houseowner,True,False,True,False,False,False,True,False,False,True,False,Middle School,Single,Employed,1,3,0,0,74.95,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
572,18-24,Male,Other,Rent,True,True,True,False,False,True,False,False,False,True,True,High School,Single,Retired,1,0,0,0,96.87,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
573,25-34,Male,Turk,Rent,True,True,True,False,False,False,False,True,True,False,True,High School,Single,Retired,6,0,0,0,63.31,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
574,45-54,Male,Turk,Rent,True,False,False,False,True,False,False,True,True,False,True,Primary School,Single,Retired,2,4,0,0,67.17,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
575,35-44,Female,Turk,Rent,False,True,False,True,True,False,True,True,True,True,True,Primary School,Single,Student,2,1,0,0,82.84,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
576,15-17,Male,Other,Homeless,False,False,False,False,False,False,False,True,True,False,True,Literate without schooling,Single,Student,0,0,0,0,99.62,"['age_15-17', 'unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
577,18-24,Male,Other,Rent,False,False,True,True,False,False,False,True,True,False,False,Middle School,Married,Employed,1,0,0,0,63.5,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
578,25-34,Male,Other,Rent,True,False,False,True,False,False,True,False,False,True,True,Primary School,Married,Employed,3,1,0,0,89.38,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
579,45-54,Female,Turk,Houseowner,True,False,True,True,False,False,True,True,True,True,True,Primary School,Single,Employed,2,4,0,0,51.77,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
580,35-44,Male,Turk,Rent,True,False,False,False,False,False,False,True,False,False,True,Illiterate,Single,Unemployed,2,1,0,0,92.9,"['unjust_provocation_mild', 'discretionary_mitigation']",['monstrous'],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
581,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,True,False,True,False,Primary School,Single,Retired,2,0,0,0,82.44,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
582,35-44,Male,Turk,Houseowner,False,True,True,False,True,False,True,True,False,True,False,High School,Married,Employed,1,1,0,0,91.59,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
583,35-44,Male,Turk,Rent,False,False,True,True,False,False,False,False,True,True,True,Primary School,Single,Unemployed,3,0,0,0,89.72,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
584,25-34,Male,Turk,Houseowner,False,True,False,False,True,False,False,True,True,False,True,Middle School,Married,Student,3,1,0,0,89.93,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
585,45-54,Female,Turk,Houseowner,True,True,True,False,True,False,True,True,True,False,False,Literate without schooling,Married,Retired,3,0,0,0,79.96,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
586,45-54,Male,Turk,Houseowner,True,False,True,False,False,False,False,True,False,False,False,Primary School,Single,Employed,2,2,0,0,77.74,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
587,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,True,False,True,True,True,Literate without schooling,Married,Student,1,1,0,0,90.76,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
588,12-14,Female,Other,Rent,True,True,True,False,False,False,False,False,False,False,True,Literate without schooling,Single,Employed,0,0,0,0,90.18,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
589,55-64,Male,Turk,Houseowner,True,True,False,False,False,False,True,True,True,False,False,Middle School,Married,Unemployed,2,1,0,0,50.73,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
590,45-54,Male,Turk,Homeless,True,False,True,False,False,False,True,False,True,True,True,Middle School,Single,Employed,2,2,0,0,90.52,"['unjust_provocation_mild', 'discretionary_mitigation']",['femicide'],False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
591,25-34,Female,Turk,Houseowner,True,True,False,False,True,False,True,True,False,True,False,Primary School,Married,Retired,2,2,0,0,89.72,['discretionary_mitigation'],['to_cover_another_crime'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
592,45-54,Male,Other,Rent,False,False,True,False,False,False,False,False,False,False,True,High School,Married,Retired,1,3,0,0,74.68,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
593,35-44,Male,Other,Rent,True,False,False,True,True,False,True,False,False,True,True,High School,Single,Employed,0,3,0,1,64.74,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
594,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,False,True,True,True,Primary School,Married,Employed,1,2,0,0,83.59,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
595,35-44,Female,Turk,Homeless,True,True,True,False,False,False,False,False,False,True,True,High School,Married,Employed,4,1,0,0,83.12,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
596,55-64,Female,Turk,Rent,True,True,True,True,False,False,True,True,True,True,True,Primary School,Single,Employed,5,1,0,1,66.73,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
597,18-24,Female,Other,Rent,True,False,False,False,False,False,True,True,True,True,True,High School,Married,Student,4,2,0,0,56.48,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
598,35-44,Male,Other,Rent,False,True,False,False,True,False,True,True,True,False,True,Middle School,Married,Retired,1,2,0,0,67.08,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
599,35-44,Female,Turk,Rent,True,False,True,False,False,False,False,True,False,False,True,High School,Single,Employed,2,4,0,0,73.94,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
600,25-34,Male,Turk,Rent,False,False,False,True,True,False,False,False,False,True,True,Middle School,Married,Unemployed,0,2,0,0,90.88,"['mental_disorder_partially', 'discretionary_mitigation']",['relative'],True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
601,45-54,Male,Turk,Rent,False,False,False,False,False,False,True,False,True,True,False,Primary School,Divorced,Unemployed,2,0,0,0,92.89,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
602,25-34,Male,Turk,Houseowner,False,True,False,False,True,False,True,True,True,False,False,High School,Single,Student,1,0,0,0,63.27,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
603,35-44,Male,Turk,Rent,True,False,True,False,True,False,False,False,False,True,True,High School,Single,Employed,2,3,0,0,81.71,"['mental_disorder_partially', 'unjust_provocation_mild', 'discretionary_mitigation']",[],True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
604,55-64,Female,Turk,Homeless,False,True,False,True,False,False,False,False,True,True,False,Primary School,Single,Employed,2,1,0,0,69.48,"['unjust_provocation_mild', 'discretionary_mitigation']",['blood_feud'],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
605,45-54,Female,Turk,Houseowner,True,False,False,True,False,False,True,False,True,True,False,Middle School,Married,Employed,4,2,0,0,49.54,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
606,45-54,Male,Turk,Rent,True,False,False,False,False,False,False,False,False,False,True,Bachelor’s Degree,Single,Unemployed,4,1,0,0,56.12,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
607,25-34,Male,Turk,Houseowner,False,False,True,False,False,False,False,True,False,False,True,Primary School,Single,Student,1,2,0,0,88.55,['unjust_provocation_mild'],['femicide'],False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
608,45-54,Male,Turk,Rent,False,False,False,True,True,False,False,True,True,True,True,Middle School,Single,Retired,5,2,0,0,59.83,"['mental_disorder_partially', 'discretionary_mitigation']",['femicide'],True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
609,45-54,Male,Turk,Houseowner,True,True,False,True,True,False,True,True,False,True,True,Primary School,Single,Retired,2,2,0,0,85.91,"['mental_disorder_partially', 'discretionary_mitigation']",['blood_feud'],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
610,45-54,Male,Turk,Rent,True,False,True,False,True,False,True,True,False,True,False,Middle School,Single,Retired,3,1,0,0,70.82,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
611,55-64,Female,Turk,Rent,False,True,True,False,False,False,True,True,False,True,False,High School,Married,Unemployed,3,0,0,0,49.8,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
612,25-34,Female,Turk,Homeless,False,False,False,False,False,False,False,False,True,True,True,Primary School,Divorced,Unemployed,1,2,0,0,100.0,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
613,35-44,Male,Turk,Rent,False,False,False,False,True,False,False,False,True,True,False,Primary School,Single,Employed,2,2,0,0,75.25,['discretionary_mitigation'],['blood_feud'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
614,18-24,Female,Turk,Rent,True,False,True,False,True,False,False,True,True,False,True,Primary School,Married,Student,4,0,0,0,90.1,"['mental_disorder_partially', 'unjust_provocation_mild', 'discretionary_mitigation']",['premeditated_kill'],True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
615,65+,Female,Other,Rent,False,False,False,False,True,False,False,False,False,True,False,Middle School,Married,Employed,3,3,0,1,67.21,['mental_disorder_partially'],['public_servant'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
616,35-44,Female,Other,Rent,True,False,True,False,False,False,False,False,True,False,True,Primary School,Single,Student,1,3,0,0,66.56,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
617,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,True,False,False,False,Middle School,Single,Student,3,0,0,0,65.29,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
618,45-54,Male,Turk,Rent,False,True,True,True,True,False,False,True,True,True,True,Primary School,Single,Student,2,1,0,0,87.28,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
619,45-54,Male,Turk,Houseowner,False,True,True,False,False,False,False,False,True,True,True,Primary School,Divorced,Employed,4,1,0,0,81.69,['discretionary_mitigation'],['to_cover_another_crime'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
620,15-17,Male,Turk,Houseowner,True,False,False,False,False,False,True,True,True,False,True,Primary School,Single,Student,0,2,0,0,85.24,"['age_15-17', 'discretionary_mitigation']",['relative'],False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
621,35-44,Male,Turk,Rent,True,False,False,True,False,False,True,True,True,True,True,Primary School,Married,Retired,5,2,0,0,51.68,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
622,15-17,Male,Other,Rent,False,False,False,False,False,False,False,False,True,False,True,Primary School,Single,Student,0,1,0,0,94.35,"['age_15-17', 'deaf_15-17', 'discretionary_mitigation']",['monstrous'],False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
623,25-34,Male,Turk,Rent,False,True,False,True,False,False,False,False,True,True,True,High School,Single,Unemployed,2,1,0,0,91.69,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
624,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,False,True,False,False,True,Illiterate,Married,Employed,1,2,0,0,85.09,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
625,25-34,Female,Other,Rent,False,False,True,True,False,False,False,True,False,True,False,Middle School,Divorced,Student,0,2,0,0,55.59,['discretionary_mitigation'],['failed_crime'],False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
626,18-24,Female,Turk,Rent,True,True,True,False,True,False,False,True,False,True,False,High School,Single,Unemployed,1,0,0,0,98.38,['mental_disorder_partially'],['monstrous'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
627,35-44,Male,Turk,Houseowner,True,True,True,False,True,False,False,True,False,True,False,High School,Divorced,Employed,0,3,0,0,91.47,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
628,35-44,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,True,False,Primary School,Single,Student,1,0,0,0,70.35,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
629,15-17,Female,Other,Houseowner,False,False,False,False,False,False,False,True,True,False,False,Literate without schooling,Single,Employed,0,2,0,0,63.95,['age_15-17'],['blood_feud'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
630,15-17,Male,Turk,Rent,True,False,True,False,False,False,False,True,False,False,False,Primary School,Single,Student,0,0,0,0,87.03,"['age_15-17', 'discretionary_mitigation']",['femicide'],False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
631,55-64,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,False,False,Primary School,Single,Student,2,1,0,0,62.11,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
632,35-44,Male,Turk,Rent,True,True,True,False,True,False,False,True,True,True,False,Primary School,Single,Retired,2,2,0,0,79.56,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
633,45-54,Male,Turk,Houseowner,False,True,False,True,False,False,True,True,True,True,True,High School,Single,Employed,5,1,0,0,66.21,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
634,55-64,Male,Other,Houseowner,False,False,False,False,False,True,True,True,True,False,False,Primary School,Single,Employed,1,1,0,1,63.83,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
